"interval_start_utc","interval_end_utc","market","location","location_type","lmp","energy","congestion","loss"
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PLACERVL_1_N001","Node",104.68537,107.0512,0,-2.36583
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PLAINFLD_6_N001","Node",103.25088,107.0512,0,-3.80032
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PNTARNA_6_N001","Node",121.8992,107.0512,0,14.848
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","POWAY_6_N001","Node",104.80312,107.0512,0,-2.24808
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PRAXAIR_1_B1","Node",106.23761,107.0512,0,-0.81359
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PSARBLS_6_N001","Node",103.44357,107.0512,0,-3.60763
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PSE-BEAR_7_B1","Node",101.80569,107.0512,0,-5.24551
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","PURISIMA_1_N001","Node",106.13056,107.0512,0,-0.92064
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RADUM_6_N004","Node",107.78985,107.0512,0,0.73865
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RAINBOW_1_N001","Node",125.49468,107.0512,16.99829,1.44519
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RECTOR_6_N001","Node",108.29299,107.0512,0,1.24179
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","REDON5G_7_B1","Node",108.20735,107.0512,0,1.15615
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","REEDLEY_6_N001","Node",125.33818,107.0512,15.73916,2.54782
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RERCU1_7_B1","Node",106.4303,107.0512,0,-0.6209
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","RICHMOND_1_N001","Node",111.35466,107.0512,0,4.30346
